Rating	ID	Title	Title Slug	Contest Slug	Problem Index
1460.9105672071	1910	Remove All Occurrences of a Substring	remove-all-occurrences-of-a-substring	biweekly-contest-55	Q2
1460.5903088359	1663	Smallest String With A Given Numeric Value	smallest-string-with-a-given-numeric-value	weekly-contest-216	Q2
1459.8208951847	1310	XOR Queries of a Subarray	xor-queries-of-a-subarray	weekly-contest-170	Q2
1458.3564930390	2062	Count Vowel Substrings of a String	count-vowel-substrings-of-a-string	weekly-contest-266	Q1
1454.7459647138	2094	Finding 3-Digit Even Numbers	finding-3-digit-even-numbers	weekly-contest-270	Q1
1454.3901912166	1846	Maximum Element After Decreasing and Rearranging	maximum-element-after-decreasing-and-rearranging	biweekly-contest-51	Q3
1453.7818053022	1472	Design Browser History	design-browser-history	weekly-contest-192	Q3
1453.1833769825	781	Rabbits in Forest	rabbits-in-forest	weekly-contest-71	Q2
1450.5787293419	831	Masking Personal Information	masking-personal-information	weekly-contest-83	Q2
1448.1207963663	945	Minimum Increment to Make Array Unique	minimum-increment-to-make-array-unique	weekly-contest-112	Q1
1447.0268321102	2099	Find Subsequence of Length K With the Largest Sum	find-subsequence-of-length-k-with-the-largest-sum	biweekly-contest-67	Q1
1446.4280778775	1026	Maximum Difference Between Node and Ancestor	maximum-difference-between-node-and-ancestor	weekly-contest-132	Q2
1445.3734269673	1946	Largest Number After Mutating Substring	largest-number-after-mutating-substring	weekly-contest-251	Q2
1444.6795731919	2028	Find Missing Observations	find-missing-observations	weekly-contest-261	Q2
1444.6098846511	1465	Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts	maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts	weekly-contest-191	Q2
1444.2068009303	942	DI String Match	di-string-match	weekly-contest-111	Q3
1443.2353621969	1560	Most Visited Sector in  a Circular Track	most-visited-sector-in-a-circular-track	weekly-contest-203	Q1
1443.0697629277	763	Partition Labels	partition-labels	weekly-contest-67	Q2
1442.9468304752	836	Rectangle Overlap	rectangle-overlap	weekly-contest-85	Q1
1441.4290319373	1094	Car Pooling	car-pooling	weekly-contest-142	Q2
1439.5656079032	1261	Find Elements in a Contaminated Binary Tree	find-elements-in-a-contaminated-binary-tree	weekly-contest-163	Q2
1438.8988489545	1375	Bulb Switcher III	bulb-switcher-iii	weekly-contest-179	Q2
1438.2231359050	1609	Even Odd Tree	even-odd-tree	weekly-contest-209	Q2
1436.5343999134	845	Longest Mountain in Array	longest-mountain-in-array	weekly-contest-87	Q2
1436.3892315914	1701	Average Waiting Time	average-waiting-time	biweekly-contest-42	Q2
1436.1125054038	1433	Check If a String Can Break Another String	check-if-a-string-can-break-another-string	biweekly-contest-25	Q3
1435.9559888935	2001	Number of Pairs of Interchangeable Rectangles	number-of-pairs-of-interchangeable-rectangles	weekly-contest-258	Q2
1435.3564963722	1025	Divisor Game	divisor-game	weekly-contest-132	Q1
1433.0795554833	1535	Find the Winner of an Array Game	find-the-winner-of-an-array-game	weekly-contest-200	Q2
1432.9593207076	967	Numbers With Same Consecutive Differences	numbers-with-same-consecutive-differences	weekly-contest-117	Q2
1432.9051050881	994	Rotting Oranges	rotting-oranges	weekly-contest-124	Q2
1432.0967926378	1785	Minimum Elements to Add to Form a Given Sum	minimum-elements-to-add-to-form-a-given-sum	weekly-contest-231	Q2
1431.6864980883	1170	Compare Strings by Frequency of the Smallest Character	compare-strings-by-frequency-of-the-smallest-character	weekly-contest-151	Q2
1430.3429533629	1636	Sort Array by Increasing Frequency	sort-array-by-increasing-frequency	biweekly-contest-38	Q1
1429.6349292399	1357	Apply Discount Every n Orders	apply-discount-every-n-orders	biweekly-contest-20	Q2
1429.1878389249	988	Smallest String Starting From Leaf	smallest-string-starting-from-leaf	weekly-contest-122	Q2
1428.7129059030	817	Linked List Components	linked-list-components	weekly-contest-80	Q2
1428.6729861424	1845	Seat Reservation Manager	seat-reservation-manager	biweekly-contest-51	Q2
1428.1443796872	1669	Merge In Between Linked Lists	merge-in-between-linked-lists	biweekly-contest-40	Q2
1427.7906804882	1887	Reduction Operations to Make the Array Elements Equal	reduction-operations-to-make-the-array-elements-equal	weekly-contest-244	Q2
1426.9483793050	1315	Sum of Nodes with Even-Valued Grandparent	sum-of-nodes-with-even-valued-grandparent	biweekly-contest-17	Q3
1426.7384112327	1432	Max Difference You Can Get From Changing an Integer	max-difference-you-can-get-from-changing-an-integer	biweekly-contest-25	Q2
1426.7144554733	1003	Check If Word Is Valid After Substitutions	check-if-word-is-valid-after-substitutions	weekly-contest-126	Q2
1425.9672522649	840	Magic Squares In Grid	magic-squares-in-grid	weekly-contest-86	Q1
1425.3981616639	883	Projection Area of 3D Shapes	projection-area-of-3d-shapes	weekly-contest-96	Q1
1423.5501543781	791	Custom Sort String	custom-sort-string	weekly-contest-73	Q3
1423.1058649921	1333	Filter Restaurants by Vegan-Friendly	 Price and Distance	weekly-contest-173	Q2
1423.0355763093	1493	Longest Subarray of 1's After Deleting One Element	longest-subarray-of-1s-after-deleting-one-element	biweekly-contest-29	Q3
1421.9944676861	1630	Arithmetic Subarrays	arithmetic-subarrays	weekly-contest-212	Q2
1421.6541140049	1360	Number of Days Between Two Dates	number-of-days-between-two-dates	weekly-contest-177	Q1
1421.2624065513	1033	Moving Stones Until Consecutive	moving-stones-until-consecutive	weekly-contest-134	Q1
1418.8205349928	1656	Design an Ordered Stream	design-an-ordered-stream	weekly-contest-215	Q1
1418.6847740057	1962	Remove Stones to Minimize the Total	remove-stones-to-minimize-the-total	weekly-contest-253	Q2
1418.1401949854	1052	Grumpy Bookstore Owner	grumpy-bookstore-owner	weekly-contest-138	Q2
1417.3934930077	2139	Minimum Moves to Reach Target Score	minimum-moves-to-reach-target-score	weekly-contest-276	Q2
1416.8961009909	1652	Defuse the Bomb	defuse-the-bomb	biweekly-contest-39	Q1
1414.4918812526	890	Find and Replace Pattern	find-and-replace-pattern	weekly-contest-98	Q2
1414.4351202231	1985	Find the Kth Largest Integer in the Array	find-the-kth-largest-integer-in-the-array	weekly-contest-256	Q2
1412.3053230205	1823	Find the Winner of the Circular Game	find-the-winner-of-the-circular-game	weekly-contest-236	Q2
1412.2790156634	841	Keys and Rooms	keys-and-rooms	weekly-contest-86	Q2
1410.5239927267	1138	Alphabet Board Path	alphabet-board-path	weekly-contest-147	Q2
1408.7923640745	1588	Sum of All Odd Length Subarrays	sum-of-all-odd-length-subarrays	biweekly-contest-35	Q1
1408.4275924170	2110	Number of Smooth Descent Periods of a Stock	number-of-smooth-descent-periods-of-a-stock	weekly-contest-272	Q3
1407.9870845299	1006	Clumsy Factorial	clumsy-factorial	weekly-contest-127	Q2
1407.5442381391	1217	Minimum Cost to Move Chips to The Same Position	minimum-cost-to-move-chips-to-the-same-position	weekly-contest-157	Q1
1407.1322366299	1325	Delete Leaves With a Given Value	delete-leaves-with-a-given-value	weekly-contest-172	Q3
1407.0629410799	1886	Determine Whether Matrix Can Be Obtained By Rotation	determine-whether-matrix-can-be-obtained-by-rotation	weekly-contest-244	Q1
1405.5786892723	1561	Maximum Number of Coins You Can Get	maximum-number-of-coins-you-can-get	weekly-contest-203	Q2
1405.4005354401	1410	HTML Entity Parser	html-entity-parser	weekly-contest-184	Q3
1405.0021415178	1457	Pseudo-Palindromic Paths in a Binary Tree	pseudo-palindromic-paths-in-a-binary-tree	weekly-contest-190	Q3
1404.7016862187	1237	Find Positive Integer Solution for a Given Equation	find-positive-integer-solution-for-a-given-equation	weekly-contest-160	Q1
1404.1839222000	1700	Number of Students Unable to Eat Lunch	number-of-students-unable-to-eat-lunch	biweekly-contest-42	Q1
1402.0863615706	1508	Range Sum of Sorted Subarray Sums	range-sum-of-sorted-subarray-sums	biweekly-contest-30	Q2
1401.2246983038	1198	Find Smallest Common Element in All Rows	find-smallest-common-element-in-all-rows	biweekly-contest-9	Q3
1397.8875115008	1071	Greatest Common Divisor of Strings	greatest-common-divisor-of-strings	weekly-contest-139	Q1
1397.7743198793	1176	Diet Plan Performance	diet-plan-performance	weekly-contest-152	Q2
1396.8422030812	788	Rotated Digits	rotated-digits	weekly-contest-73	Q1
1396.5990609759	1404	Number of Steps to Reduce a Number in Binary Representation to One	number-of-steps-to-reduce-a-number-in-binary-representation-to-one	weekly-contest-183	Q2
1396.5448074496	1306	Jump Game III	jump-game-iii	weekly-contest-169	Q3
1396.4853538164	944	Delete Columns to Make Sorted	delete-columns-to-make-sorted	weekly-contest-111	Q2
1395.5132479177	1668	Maximum Repeating Substring	maximum-repeating-substring	biweekly-contest-40	Q1
1393.4123491817	978	Longest Turbulent Subarray	longest-turbulent-subarray	weekly-contest-120	Q2
1392.6601629182	1529	Bulb Switcher IV	bulb-switcher-iv	weekly-contest-199	Q2
1392.0853311911	958	Check Completeness of a Binary Tree	check-completeness-of-a-binary-tree	weekly-contest-115	Q1
1391.7243180131	1222	Queens That Can Attack the King	queens-that-can-attack-the-king	weekly-contest-158	Q2
1390.5023027273	2155	All Divisions With the Highest Score of a Binary Array	all-divisions-with-the-highest-score-of-a-binary-array	weekly-contest-278	Q2
1389.3311694710	1065	Index Pairs of a String	index-pairs-of-a-string	biweekly-contest-1	Q2
1389.0328392117	1214	Two Sum BSTs	two-sum-bsts	biweekly-contest-10	Q2
1387.9431104106	1302	Deepest Leaves Sum	deepest-leaves-sum	biweekly-contest-16	Q3
1387.3672639293	937	Reorder Data in Log Files	reorder-data-in-log-files	weekly-contest-110	Q1
1387.2941868867	1860	Incremental Memory Leak	incremental-memory-leak	biweekly-contest-52	Q2
1386.9203620297	1721	Swapping Nodes in a Linked List	swapping-nodes-in-a-linked-list	weekly-contest-223	Q2
1386.3256313989	1276	Number of Burgers with No Waste of Ingredients	number-of-burgers-with-no-waste-of-ingredients	weekly-contest-165	Q2
1384.4078082338	1271	Hexspeak	hexspeak	biweekly-contest-14	Q1
1384.0226911434	2091	Removing Minimum and Maximum From Array	removing-minimum-and-maximum-from-array	weekly-contest-269	Q3
1383.4424411643	762	Prime Number of Set Bits in Binary Representation	prime-number-of-set-bits-in-binary-representation	weekly-contest-67	Q1
1382.7606078230	1318	Minimum Flips to Make a OR b Equal to c	minimum-flips-to-make-a-or-b-equal-to-c	weekly-contest-171	Q2
1382.7178688716	849	Maximize Distance to Closest Person	maximize-distance-to-closest-person	weekly-contest-88	Q2
1382.5129151601	797	All Paths From Source to Target	all-paths-from-source-to-target	weekly-contest-75	Q2
1382.4809893713	1185	Day of the Week	day-of-the-week	weekly-contest-153	Q2
1381.2168789318	1881	Maximum Value after Insertion	maximum-value-after-insertion	weekly-contest-243	Q2
1380.1541980647	814	Binary Tree Pruning	binary-tree-pruning	weekly-contest-79	Q2
1380.0192844155	1828	Queries on Number of Points Inside a Circle	queries-on-number-of-points-inside-a-circle	biweekly-contest-50	Q2
1379.8787648129	2120	Execution of All Suffix Instructions Staying in a Grid	execution-of-all-suffix-instructions-staying-in-a-grid	weekly-contest-273	Q2
1378.7570411077	1013	Partition Array Into Three Parts With Equal Sum	partition-array-into-three-parts-with-equal-sum	weekly-contest-129	Q1
1377.6120218199	811	Subdomain Visit Count	subdomain-visit-count	weekly-contest-78	Q1
1377.1913915125	1010	Pairs of Songs With Total Durations Divisible by 60	pairs-of-songs-with-total-durations-divisible-by-60	weekly-contest-128	Q2
1376.4549624575	1018	Binary Prefix Divisible By 5	binary-prefix-divisible-by-5	weekly-contest-130	Q1
1376.2600892096	807	Max Increase to Keep City Skyline	max-increase-to-keep-city-skyline	weekly-contest-77	Q3
1375.0234414965	1288	Remove Covered Intervals	remove-covered-intervals	biweekly-contest-15	Q2
1374.6755455786	1038	Binary Search Tree to Greater Sum Tree	binary-search-tree-to-greater-sum-tree	weekly-contest-135	Q2
1374.5749003110	1267	Count Servers that Communicate	count-servers-that-communicate	weekly-contest-164	Q2
1374.3549007913	1619	Mean of Array After Removing Some Elements	mean-of-array-after-removing-some-elements	biweekly-contest-37	Q1
1373.8113453501	1291	Sequential Digits	sequential-digits	weekly-contest-167	Q2
1372.7398808669	748	Shortest Completing Word	shortest-completing-word	weekly-contest-63	Q2
1372.1152262488	1863	Sum of All Subset XOR Totals	sum-of-all-subset-xor-totals	weekly-contest-241	Q1
1370.6144908238	914	X of a Kind in a Deck of Cards	x-of-a-kind-in-a-deck-of-cards	weekly-contest-104	Q1
1370.4186698287	1854	Maximum Population Year	maximum-population-year	weekly-contest-240	Q1
1369.6144401520	1608	Special Array With X Elements Greater Than or Equal X	special-array-with-x-elements-greater-than-or-equal-x	weekly-contest-209	Q1
1369.0053354603	1370	Increasing Decreasing String	increasing-decreasing-string	biweekly-contest-21	Q1
1368.0043517215	1576	Replace All ?'s to Avoid Consecutive Repeating Characters	replace-all-s-to-avoid-consecutive-repeating-characters	weekly-contest-205	Q1
1364.1548599180	1974	Minimum Time to Type Word Using Special Typewriter	minimum-time-to-type-word-using-special-typewriter	biweekly-contest-59	Q1
1362.6613797387	1592	Rearrange Spaces Between Words	rearrange-spaces-between-words	weekly-contest-207	Q1
1361.8801013336	1120	Maximum Average Subtree	maximum-average-subtree	biweekly-contest-4	Q3
1361.6459603518	1980	Find Unique Binary String	find-unique-binary-string	weekly-contest-255	Q2
1361.5824742947	2165	Smallest Value of the Rearranged Number	smallest-value-of-the-rearranged-number	weekly-contest-279	Q2
1360.3005775112	1817	Finding the Users Active Minutes	finding-the-users-active-minutes	weekly-contest-235	Q2
1360.2184128413	1448	Count Good Nodes in Binary Tree	count-good-nodes-in-binary-tree	biweekly-contest-26	Q3
1358.3561730566	746	Min Cost Climbing Stairs	min-cost-climbing-stairs	weekly-contest-63	Q1
1358.1526134030	2090	K Radius Subarray Averages	k-radius-subarray-averages	weekly-contest-269	Q2
1357.6553050616	1957	Delete Characters to Make Fancy String	delete-characters-to-make-fancy-string	biweekly-contest-58	Q1
1356.6925765299	2037	Minimum Number of Moves to Seat Everyone	minimum-number-of-moves-to-seat-everyone	biweekly-contest-63	Q1
1356.1920189231	2043	Simple Bank System	simple-bank-system	weekly-contest-263	Q2
1355.9817184778	1331	Rank Transform of an Array	rank-transform-of-an-array	biweekly-contest-18	Q1
1355.5386161215	1894	Find the Student that Will Replace the Chalk	find-the-student-that-will-replace-the-chalk	biweekly-contest-54	Q2
1355.3825442341	1689	Partitioning Into Minimum Number Of Deci-Binary Numbers	partitioning-into-minimum-number-of-deci-binary-numbers	weekly-contest-219	Q2
1354.5231125217	2210	Count Hills and Valleys in an Array	count-hills-and-valleys-in-an-array	weekly-contest-285	Q1
1354.1247827015	1243	Array Transformation	array-transformation	biweekly-contest-12	Q1
1353.6296778120	1758	Minimum Changes To Make Alternating Binary String	minimum-changes-to-make-alternating-binary-string	weekly-contest-228	Q1
1352.7250049956	848	Shifting Letters	shifting-letters	weekly-contest-88	Q1
1352.1791099256	1995	Count Special Quadruplets	count-special-quadruplets	weekly-contest-257	Q1
1351.4184681108	1513	Number of Substrings With Only 1s	number-of-substrings-with-only-1s	weekly-contest-197	Q2
1350.6048768377	2053	Kth Distinct String in an Array	kth-distinct-string-in-an-array	biweekly-contest-64	Q1
1348.6701914380	1100	Find K-Length Substrings With No Repeated Characters	find-k-length-substrings-with-no-repeated-characters	biweekly-contest-3	Q2
1348.0079390256	1030	Matrix Cells in Distance Order	matrix-cells-in-distance-order	weekly-contest-133	Q1
1346.3556309143	2027	Minimum Moves to Convert String	minimum-moves-to-convert-string	weekly-contest-261	Q1
1345.7371686090	1679	Max Number of K-Sum Pairs	max-number-of-k-sum-pairs	weekly-contest-218	Q2
1344.2261332020	1544	Make The String Great	make-the-string-great	weekly-contest-201	Q1
1343.6289130550	1395	Count Number of Teams	count-number-of-teams	weekly-contest-182	Q2
1341.8397242604	1796	Second Largest Digit in a String	second-largest-digit-in-a-string	biweekly-contest-48	Q1
1341.5076441361	784	Letter Case Permutation	letter-case-permutation	weekly-contest-72	Q1
1341.3713970313	2023	Number of Pairs of Strings With Concatenation Equal to Target	number-of-pairs-of-strings-with-concatenation-equal-to-target	biweekly-contest-62	Q2
1341.2659819842	859	Buddy Strings	buddy-strings	weekly-contest-90	Q1
1341.0476642293	1399	Count Largest Group	count-largest-group	biweekly-contest-23	Q1
1340.5559417151	976	Largest Perimeter Triangle	largest-perimeter-triangle	weekly-contest-119	Q2
1338.8322315568	970	Powerful Integers	powerful-integers	weekly-contest-118	Q1
1337.8472367494	933	Number of Recent Calls	number-of-recent-calls	weekly-contest-109	Q1
1337.6115578703	2161	Partition Array According to Given Pivot	partition-array-according-to-given-pivot	biweekly-contest-71	Q2
1337.3722299775	1260	Shift 2D Grid	shift-2d-grid	weekly-contest-163	Q1
1336.9494482313	1275	Find Winner on a Tic Tac Toe Game	find-winner-on-a-tic-tac-toe-game	weekly-contest-165	Q1
1335.0295688697	938	Range Sum of BST	range-sum-of-bst	weekly-contest-110	Q2
1334.5718985411	1409	Queries on a Permutation With Key	queries-on-a-permutation-with-key	weekly-contest-184	Q2
1334.5708444649	2126	Destroying Asteroids	destroying-asteroids	weekly-contest-274	Q3
1334.0564009231	888	Fair Candy Swap	fair-candy-swap	weekly-contest-98	Q1
1333.3138174157	1805	Number of Different Integers in a String	number-of-different-integers-in-a-string	weekly-contest-234	Q1
1333.1920503970	2181	Merge Nodes in Between Zeros	merge-nodes-in-between-zeros	weekly-contest-281	Q2
1332.6225967630	1128	Number of Equivalent Domino Pairs	number-of-equivalent-domino-pairs	weekly-contest-146	Q1
1332.4653491345	1471	The k Strongest Values in an Array	the-k-strongest-values-in-an-array	weekly-contest-192	Q2
1330.9185778280	1347	Minimum Number of Steps to Make Two Strings Anagram	minimum-number-of-steps-to-make-two-strings-anagram	weekly-contest-175	Q2
1328.7281033317	1324	Print Words Vertically	print-words-vertically	weekly-contest-172	Q2
1328.5131477260	1812	Determine Color of a Chessboard Square	determine-color-of-a-chessboard-square	biweekly-contest-49	Q1
1327.0282989915	1086	High Five	high-five	biweekly-contest-2	Q2
1326.4047670018	1476	Subrectangle Queries	subrectangle-queries	biweekly-contest-28	Q2
1325.3607218257	2073	Time Needed to Buy Tickets	time-needed-to-buy-tickets	weekly-contest-267	Q1
1324.5696223867	1344	Angle Between Hands of a Clock	angle-between-hands-of-a-clock	biweekly-contest-19	Q3
1324.5320836804	1752	Check if Array Is Sorted and Rotated	check-if-array-is-sorted-and-rotated	weekly-contest-227	Q1
1324.3520304377	2095	Delete the Middle Node of a Linked List	delete-the-middle-node-of-a-linked-list	weekly-contest-270	Q2
1324.1757200103	1603	Design Parking System	design-parking-system	biweekly-contest-36	Q1
1323.8236471852	1925	Count Square Sum Triples	count-square-sum-triples	biweekly-contest-56	Q1
1322.8302750313	1614	Maximum Nesting Depth of the Parentheses	maximum-nesting-depth-of-the-parentheses	weekly-contest-210	Q1
1322.5926536743	1936	Add Minimum Number of Rungs	add-minimum-number-of-rungs	weekly-contest-250	Q2
1321.9346201204	1694	Reformat Phone Number	reformat-phone-number	weekly-contest-220	Q1
1321.2748903388	1582	Special Positions in a Binary Matrix	special-positions-in-a-binary-matrix	weekly-contest-206	Q1
1320.6485731562	2079	Watering Plants	watering-plants	weekly-contest-268	Q2
1317.9521104466	999	Available Captures for Rook	available-captures-for-rook	weekly-contest-125	Q2
1317.9207508583	2130	Maximum Twin Sum of a Linked List	maximum-twin-sum-of-a-linked-list	biweekly-contest-69	Q2
1317.4638832497	1313	Decompress Run-Length Encoded List	decompress-run-length-encoded-list	biweekly-contest-17	Q1
1317.2976846981	2221	Find Triangular Sum of an Array	find-triangular-sum-of-an-array	biweekly-contest-75	Q2
1317.1729927899	1343	Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold	number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold	biweekly-contest-19	Q2
1316.2046992429	2225	Find Players With Zero or One Losses	find-players-with-zero-or-one-losses	weekly-contest-287	Q2
1315.4085759361	1180	Count Substrings with Only One Distinct Letter	count-substrings-with-only-one-distinct-letter	biweekly-contest-8	Q1
1315.3715333947	1629	Slowest Key	slowest-key	weekly-contest-212	Q1
1315.1890809249	2109	Adding Spaces to a String	adding-spaces-to-a-string	weekly-contest-272	Q2
1314.8600143277	1827	Minimum Operations to Make the Array Increasing	minimum-operations-to-make-the-array-increasing	biweekly-contest-50	Q1
1314.2912238536	2160	Minimum Sum of Four Digit Number After Splitting Digits	minimum-sum-of-four-digit-number-after-splitting-digits	biweekly-contest-71	Q1
1311.3495317884	1021	Remove Outermost Parentheses	remove-outermost-parentheses	weekly-contest-131	Q1
1310.9129840277	2058	Find the Minimum and Maximum Number of Nodes Between Critical Points	find-the-minimum-and-maximum-number-of-nodes-between-critical-points	weekly-contest-265	Q2
1309.8100518373	1710	Maximum Units on a Truck	maximum-units-on-a-truck	weekly-contest-222	Q1
1309.3113721825	1451	Rearrange Words in a Sentence	rearrange-words-in-a-sentence	weekly-contest-189	Q2
1309.1422268153	1897	Redistribute Characters to Make All Strings Equal	redistribute-characters-to-make-all-strings-equal	weekly-contest-245	Q1
1307.9800903088	1064	Fixed Point	fixed-point	biweekly-contest-1	Q1
1307.5663523368	804	Unique Morse Code Words	unique-morse-code-words	weekly-contest-77	Q2
1307.4608905199	2085	Count Common Words With One Occurrence	count-common-words-with-one-occurrence	biweekly-contest-66	Q1
1307.3797385769	1893	Check if All the Integers in a Range Are Covered	check-if-all-the-integers-in-a-range-are-covered	biweekly-contest-54	Q1
1307.3265298181	2022	Convert 1D Array Into 2D Array	convert-1d-array-into-2d-array	biweekly-contest-62	Q1
1307.2991245272	868	Binary Gap	binary-gap	weekly-contest-93	Q1
1306.2821637677	1984	Minimum Difference Between Highest and Lowest of K Scores	minimum-difference-between-highest-and-lowest-of-k-scores	weekly-contest-256	Q1
1303.3201984827	783	Minimum Distance Between BST Nodes	minimum-distance-between-bst-nodes	weekly-contest-71	Q1
1303.0225704970	1338	Reduce Array Size to The Half	reduce-array-size-to-the-half	weekly-contest-174	Q2
1303.0179795942	1051	Height Checker	height-checker	weekly-contest-138	Q1
1302.7005460171	1266	Minimum Time Visiting All Points	minimum-time-visiting-all-points	weekly-contest-164	Q1
1302.6469071738	1991	Find the Middle Index in Array	find-the-middle-index-in-array	biweekly-contest-60	Q1
1301.4117757184	806	Number of Lines To Write String	number-of-lines-to-write-string	weekly-contest-77	Q1
1301.4027057843	1646	Get Maximum in Generated Array	get-maximum-in-generated-array	weekly-contest-214	Q1
1301.3817574010	1877	Minimize Maximum Pair Sum in Array	minimize-maximum-pair-sum-in-array	biweekly-contest-53	Q2
1300.9041426403	1844	Replace All Digits with Characters	replace-all-digits-with-characters	biweekly-contest-51	Q1
1300.8009461582	1790	Check if One String Swap Can Make Strings Equal	check-if-one-string-swap-can-make-strings-equal	weekly-contest-232	Q1
1299.6035132992	953	Verifying an Alien Dictionary	verifying-an-alien-dictionary	weekly-contest-114	Q1
1298.5921473119	908	Smallest Range I	smallest-range-i	weekly-contest-103	Q1
1297.5338328524	819	Most Common Word	most-common-word	weekly-contest-80	Q1
1297.3006230632	1598	Crawler Log Folder	crawler-log-folder	weekly-contest-208	Q1
1295.8868965907	2224	Minimum Number of Operations to Convert Time	minimum-number-of-operations-to-convert-time	weekly-contest-287	Q1
1295.4970938463	1539	Kth Missing Positive Number	kth-missing-positive-number	biweekly-contest-32	Q1
1294.7724244077	1769	Minimum Number of Operations to Move All Balls to Each Box	minimum-number-of-operations-to-move-all-balls-to-each-box	weekly-contest-229	Q2
1294.5297034757	1716	Calculate Money in Leetcode Bank	calculate-money-in-leetcode-bank	biweekly-contest-43	Q1
1293.4904281819	1551	Minimum Operations to Make Array Equal	minimum-operations-to-make-array-equal	weekly-contest-202	Q2
1290.0361853035	1859	Sorting the Sentence	sorting-the-sentence	biweekly-contest-52	Q1
1289.1912178611	2190	Most Frequent Number Following Key In an Array	most-frequent-number-following-key-in-an-array	biweekly-contest-73	Q1
1288.5621697906	1684	Count the Number of Consistent Strings	count-the-number-of-consistent-strings	biweekly-contest-41	Q1
1288.1970048184	1403	Minimum Subsequence in Non-Increasing Order	minimum-subsequence-in-non-increasing-order	weekly-contest-183	Q1
1287.9002757199	993	Cousins in Binary Tree	cousins-in-binary-tree	weekly-contest-124	Q1
1287.8970301681	872	Leaf-Similar Trees	leaf-similar-trees	weekly-contest-94	Q1
1287.1053917452	1103	Distribute Candies to People	distribute-candies-to-people	weekly-contest-143	Q1
1286.7934718934	1791	Find Center of Star Graph	find-center-of-star-graph	weekly-contest-232	Q2
1286.3167937403	1047	Remove All Adjacent Duplicates In String	remove-all-adjacent-duplicates-in-string	weekly-contest-137	Q2
1285.9726675488	1381	Design a Stack With Increment Operation	design-a-stack-with-increment-operation	weekly-contest-180	Q2
1285.7282180721	860	Lemonade Change	lemonade-change	weekly-contest-91	Q1
1284.4514662456	1720	Decode XORed Array	decode-xored-array	weekly-contest-223	Q1
1284.3625733813	1481	Least Number of Unique Integers after K Removals	least-number-of-unique-integers-after-k-removals	weekly-contest-193	Q2
1283.5102144800	1507	Reformat Date	reformat-date	biweekly-contest-30	Q1
1283.4980318021	1252	Cells with Odd Values in a Matrix	cells-with-odd-values-in-a-matrix	weekly-contest-162	Q1
1282.4111853142	1837	Sum of Digits in Base K	sum-of-digits-in-base-k	weekly-contest-238	Q1
1282.1502428906	2220	Minimum Bit Flips to Convert Number	minimum-bit-flips-to-convert-number	biweekly-contest-75	Q1
1281.9771427903	1624	Largest Substring Between Two Equal Characters	largest-substring-between-two-equal-characters	weekly-contest-211	Q1
1280.2941647587	1572	Matrix Diagonal Sum	matrix-diagonal-sum	biweekly-contest-34	Q1
1280.2203734882	2125	Number of Laser Beams in a Bank	number-of-laser-beams-in-a-bank	weekly-contest-274	Q2
1279.7669712099	1002	Find Common Characters	find-common-characters	weekly-contest-126	Q1
1279.3383966145	1534	Count Good Triplets	count-good-triplets	weekly-contest-200	Q1
1277.9987709491	1742	Maximum Number of Balls in a Box	maximum-number-of-balls-in-a-box	weekly-contest-226	Q1
1277.8260125315	1317	Convert Integer to the Sum of Two No-Zero Integers	convert-integer-to-the-sum-of-two-no-zero-integers	weekly-contest-171	Q1
1275.6108152653	2150	Find All Lonely Numbers in the Array	find-all-lonely-numbers-in-the-array	weekly-contest-277	Q3
1274.8817522170	2129	Capitalize the Title	capitalize-the-title	biweekly-contest-69	Q1
1274.7596170193	1078	Occurrences After Bigram	occurrences-after-bigram	weekly-contest-140	Q1
1274.6742564805	1005	Maximize Sum Of Array After K Negations	maximize-sum-of-array-after-k-negations	weekly-contest-127	Q1
1273.0588534723	2068	Check Whether Two Strings are Almost Equivalent	check-whether-two-strings-are-almost-equivalent	biweekly-contest-65	Q1
1273.0464737970	2138	Divide a String Into Groups of Size k	divide-a-string-into-groups-of-size-k	weekly-contest-276	Q1
1271.7726574892	2006	Count Number of Pairs With Absolute Difference K	count-number-of-pairs-with-absolute-difference-k	biweekly-contest-61	Q1
1271.7055549365	824	Goat Latin	goat-latin	weekly-contest-82	Q1
1271.3776510163	1556	Thousand Separator	thousand-separator	biweekly-contest-33	Q1
1271.3313760514	925	Long Pressed Name	long-pressed-name	weekly-contest-107	Q1
1269.7567553523	2032	Two Out of Three	two-out-of-three	weekly-contest-262	Q1
1268.5768566953	1447	Simplified Fractions	simplified-fractions	biweekly-contest-26	Q2
1267.2235913660	1282	Group the People Given the Group Size They Belong To	group-the-people-given-the-group-size-they-belong-to	weekly-contest-166	Q2
1266.3414689550	2200	Find All K-Distant Indices in an Array	find-all-k-distant-indices-in-an-array	weekly-contest-284	Q1
1266.3368046515	821	Shortest Distance to a Character	shortest-distance-to-a-character	weekly-contest-81	Q1
1264.4836883082	1736	Latest Time by Replacing Hidden Digits	latest-time-by-replacing-hidden-digits	weekly-contest-225	Q1
